event_date,year,event_type,sub_event,actor1,actor2,admin1,admin2,location,city,latitude,longitude,fatalities,notes,source
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,1,"About the awarding of Dyshlov Petro Volodymyrovych, a senior sanitary instructor in a separate rifle battalion of the Air Force A7085, with the Order ""For Courage"" of the 3rd degree (Posthumous).;Dyshlov Petro Volodymyrovych;Korinenko Oleksandr Hryhorovych",UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Krasnohorivka town (Marinka hromada),Donetsk,48.006667,37.512778,3,Novozhen Kostjantyn Dmytrovych;Hajbonjuk Oleksandr Jurijovych;Babych Oleksandr Anatolijovych,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Adamivka village,Donetsk,48.941778,37.449716,1,Naumov Mykhajlo V’jacheslavovych,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,1,Svystak Taras Volodymyrovych,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Soledar town,Donetsk,48.676254,38.098621,2,Tsybovs'kyj Viktor Zenonovych;Safronenko Vadym Jurijovych,UCDP GED v25.1
2022-05-16,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Trypillia village,Donetsk,48.673600,38.269100,1,Ovchynnikov Oleksandr Mykolajovych,UCDP GED v25.1
2022-05-17,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Donetsk oblast,Kramatorsk raion,Stavky village,Donetsk,49.047500,37.831800,1,"In the Donetsk region, the Russians killed seven civilians in a day",UCDP GED v25.1
2022-05-17,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,10,"In the Donetsk region, the Russians killed seven civilians in a day;The bodies of four civilians who died during the occupation were found in the Donetsk region;Russians over the past day killed two residents of the Donetsk region",UCDP GED v25.1
2022-05-17,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Donetsk oblast,Kramatorsk raion,Novoselivka village,Donetsk,49.069782,37.690760,9,"In the liberated settlements of the Donetsk region, the bodies of 12 civilians were found killed in a day;Bodies of nine more killed by Russians during occupation found in Donetsk region",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Yakovlivka village,Donetsk,48.707778,38.147778,1,"Kits Kostjantyn Ihorovych;Morozov Vadym Serhiyovych, Roman Oleksandrovich Vnukov, Kostiantyn Ihorovych Kits",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Kostiantynivka town,Donetsk,48.520114,37.704963,1,Kulyk Serhij Volodymyrovych,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Bohorodychne village,Donetsk,49.015428,37.506746,1,Myniv Volodymyr Anatolijovych,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Izyum raion,Kharkiv,49.166670,37.416670,1,Ukraine: Civilian Deaths from Cluster Munitions,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Volnovakha town,Donetsk,47.595000,37.482500,1,Shevchenko Hryhorij Jurijovych,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Soledar town,Donetsk,48.676254,38.098621,2,"In Donetsk region, seven civilians were killed , six people were injured from enemy shelling - OVA;Shelest Vadym Hryhorovych",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Drobysheve village,Donetsk,49.038459,37.724619,1,"In Donetsk region, seven civilians were killed , six people were injured from enemy shelling - OVA",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,"In Donetsk region, seven civilians were killed , six people were injured from enemy shelling - OVA",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,3,"In Donetsk region, seven civilians were killed , six people were injured from enemy shelling - OVA;Law enforcement officers are investigating six proceedings on the shelling of the Donetsk region by Russians on May 17;Dezik Oleksandr Oleksandrovych;Morozov Vadym Serhijovych;Vnukov Roman Oleksandrovych;Morozov Vadym Serhiyovych, Roman Oleksandrovich Vnukov, Kostiantyn Ihorovych Kits",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmutske village,Donetsk,48.660331,38.096080,2,"In Donetsk region, seven civilians were killed , six people were injured from enemy shelling - OVA",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Pryvillya town,Luhansk,49.014200,38.300000,2,Four dead were found in Luhansk region over the past day - OVA,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Zolote town,Luhansk,48.683333,38.516667,1,Four dead were found in Luhansk region over the past day - OVA,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Popasna town,Luhansk,48.633333,38.380000,1,Four dead were found in Luhansk region over the past day - OVA,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Beryslav raion,Davydiv Brid village,Kherson,47.236815,33.191444,3,"In the Kherson region, Russian troops from Gradov shot down a column of civilian vehicles, there are dead and wounded - deputy of the regional council;Law enforcement officers are investigating the shelling by Russians of an evacuation convoy in the Kherson region;As a result of enemy shelling of a convoy with civilians in the Kherson region, three people were killed",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,3,Three DPR servicemen killed in battles over past 24 hours - Basurin,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,5,"In the Donetsk region, the aggressor launched a missile attack on Bakhmut: the body of a dead person and a seriously wounded child were pulled out from under the rubble;The number of victims of the shelling of a house in Bakhmut rose to five, including a two-year-old child",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Shandryholove village,Donetsk,49.100453,37.716817,0,Russians killed four residents of Donetsk region in a day,UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,3,"Morozov Vadym Serhiyovych, Roman Oleksandrovich Vnukov, Kostiantyn Ihorovych Kits;Palamarchuk Jurij Tarasovych;Korzh Leonid Ivanovych",UCDP GED v25.1
2022-05-17,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,2,Ukraine's losses in the war 17.05.2022 - 31.05.2022 Battle of Mariupol,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,Ukraine's losses in the war 17.05.2022 - 31.05.2022 Battle of Mariupol,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Martynov V'jacheslav Olehovych,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Melitopol raion,Melitopol town,Zaporizhia,46.853249,35.366376,3,Chuck Pfarrer @ChuckPfarrer,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Yasinovataya town,Donetsk,48.120944,37.872544,2,"The death toll in Yasinovataya as a result of the shelling of the Armed Forces of Ukraine increased to two, the DPR reported;Ukrainian Armed Forces shelled DPR 41 times in a day, two civilians were killed, the republic reported",UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,5,10 civilians killed in shelling in Donetsk region - Kirilenko;D'omin Andrij Anatolijovych;Kusovs'kyj Andrij Jurijovych,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Lyman town,Donetsk,48.985278,37.811111,7,10 civilians killed in shelling in Donetsk region - Kirilenko;Law enforcement officers are investigating the death of 7 people as a result of yesterday's shelling of the Limanskaya Tergromada in the Donetsk region;Russian troops killed 232 children in Ukraine,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,4,"Houses on fire in Severodonetsk, four people died due to shelling - OVA;The enemy shelled 46 settlements in the JFO zone in a day, killing at least 15 people",UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Pylypchatyne village,Donetsk,48.607852,38.244062,3,"Ukraine update: At Popasna, Russia is like the dog who finally caught a car",UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Chornobaivka village,Kherson,46.693345,32.541668,1,"Law enforcement officers are investigating the death of a resident of Chernobaevka as a result of enemy shelling;During shelling by Russian troops of two villages in the Kherson region , a man was killed , seven people were injured - prosecutor's office",UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Zaporizhzhia raion,Novoyakovlivka village,Zaporizhia,47.622737,35.509766,1,"Law enforcement officers are investigating enemy shelling of a village in the Zaporozhye region, as a result of which a man was killed",UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,5,Five DPR servicemen killed in battles over past 24 hours - Basurin,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,1,Polishchuk Anatoly Viktorovych,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,2,Mudryj Volodymyr Ihorovych;Pidsadnyj Vitalij Mykolajovych,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Volodymyrivka village,Donetsk,48.663243,38.196713,1,Pasichnyk Nazar Ihorovych;On awarding the title of Hero of Ukraine to the son of Pasichnyk Nazariy Ihorovych (posthumously),UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Yakovlivka village,Donetsk,48.707778,38.147778,2,Dmytruk Anatolij Oleksandrovych;Movshuk Serhij Mykolajovych,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Donetsk raion,Donetsk,47.700000,38.500000,1,Kindrat Dmytro Ivanovych,UCDP GED v25.1
2022-05-18,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Staryi Saltiv village,Kharkiv,50.076519,36.792094,1,Awarding the title of Hero of Ukraine (posthumously),UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Berestove village,Donetsk,48.758291,38.247240,1,Kharuk Vitalij Serhijovych,UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Trypillia village,Donetsk,48.673600,38.269100,1,Shakhraj Serhij Valentynovych,UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Novoselivka Persha village,Donetsk,48.193729,37.541002,1,"Demchenko Volodymyr Ihorovych;Viktor Volodymyrovych Temnenko, Oleh Volodymyrovych Ziber, Dmytro Volodymyrovych Zieber, Volodymyr Ihorovych Demchenko, Petro Marochkanych",UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,1,Kubits'kyj Andrij Jaroslavovych,UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Popasne village,Donetsk,48.595000,37.701944,1,Letsyk Petro Volodymyrovych,UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Sloviansk town,Donetsk,48.853333,37.625000,1,Dykonjuk Petro Petrovych,UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,5,"Viktor Volodymyrovych Temnenko, Oleh Volodymyrovych Ziber, Dmytro Volodymyrovych Zieber, Volodymyr Ihorovych Demchenko, Petro Marochkanych;Temnenko Viktor Volodymyrovych;Stoljaruk Mykola Mykhajlovych;Demchenko Vadym Andrijovych;Ferentsi Vasyl' Ivanovych",UCDP GED v25.1
2022-05-19,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,,Luhansk oblast,Luhansk,48.920000,39.020000,1,Mykhailyshyn Roman Myronovych,UCDP GED v25.1
